C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_093.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_093.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_093.jpg,0,0,0,1.087891E-05
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_176.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_176.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_176.jpg,0,0,0,1.247638E-05
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_256.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_256.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_256.jpg,0,0,0,1.527692E-05
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_336.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_336.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_336.jpg,0,0,0,1.806499E-05
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_418.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_418.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_418.jpg,0,0,0,4.227744E-06
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_494.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_494.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_494.jpg,0,0,0,1.490142E-05
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_572.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_572.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_572.jpg,0,0,0,9.08217E-06
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_654.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_654.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_654.jpg,0,0,0,1.55446E-06
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_733.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_733.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_733.jpg,0,0,0,1.500484E-05
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_816.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_816.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_816.jpg,0,0,0,9.173958E-07
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_897.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_897.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_897.jpg,0,0,0,2.505089E-05
C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\center_2019_12_20_09_55_13_976.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\left_2019_12_20_09_55_13_976.jpg,C:\Users\ADITI DHIBAR\Desktop\autonomus car\IMG\right_2019_12_20_09_55_13_976.jpg,0,0,0,4.035363E-06
